
---------- Begin Simulation Statistics ----------
simSeconds                                   1.501247                       # Number of seconds simulated (Second)
simTicks                                 1501247254500                       # Number of ticks simulated (Tick)
finalTick                                1501247254500                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   7295.49                       # Real time elapsed on the host (Second)
hostTickRate                                205777325                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     749600                       # Number of bytes of host memory used (Byte)
simInsts                                   1000000001                       # Number of instructions simulated (Count)
simOps                                     1000210521                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   137071                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     137100                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.cpu.numCycles                       3002494510                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               3.002495                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.333056                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      2050761405                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                   847241                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1852719713                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued               78635146                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           1051398104                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         932785204                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                4769                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          3002443120                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               0.617071                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.187264                       # Number of insts issued each cycle (Count)
system.cpu.branchPred.corrected_0::DirectUncond       257054      0.56%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectCond            0      0.00%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::IndirectUncond           50      0.00%    100.00% # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.corrected_0::total     46190146                       # Number of branches that got corrected but not yet commited. Branches get corrected by decode or after execute. Also a branch misprediction can be detected out-of-order. Therefore, a corrected branch might not end up beeing committed in case an even earlier branch was mispredicted (Count)
system.cpu.branchPred.earlyResteers_0::NoBranch            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::Return            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallDirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::CallIndirect            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::DirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectCond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::IndirectUncond            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.earlyResteers_0::total            0                       # Number of branches that got redirected after decode. (Count)
system.cpu.branchPred.committed_0::NoBranch            0      0.00%      0.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::Return      5065834      2.01%      2.01% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallDirect      5065020      2.01%      4.02% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::CallIndirect          821      0.00%      4.02% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectCond    213750251     84.89%     88.92% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::DirectUncond     26678558     10.60%     99.51% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectCond            0      0.00%     99.51% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::IndirectUncond      1227079      0.49%    100.00% # Number of branches finally committed  (Count)
system.cpu.branchPred.committed_0::total    251787563                       # Number of branches finally committed  (Count)
system.cpu.branchPred.mispredicted_0::NoBranch            0      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::Return            1      0.00%      0.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallDirect        14076      0.05%      0.05% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::CallIndirect           27      0.00%      0.05% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectCond     28473412     99.21%     99.26% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::DirectUncond       212577      0.74%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectCond            0      0.00%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::IndirectUncond           31      0.00%    100.00% # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.mispredicted_0::total     28700124                       # Number of committed branches that were mispredicted. (Count)
system.cpu.branchPred.targetProvider_0::NoTarget    294813986     40.62%     40.62% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::BTB    421500976     58.07%     98.69% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::RAS      8298686      1.14%     99.83% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::Indirect      1227855      0.17%    100.00% # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetProvider_0::total    725841503                       # The component providing the target for taken branches (Count)
system.cpu.branchPred.targetWrong_0::NoBranch      4048192      8.76%      8.76% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::Return     42141941     91.24%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallDirect            4      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::CallIndirect            9      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::DirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectCond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::IndirectUncond            0      0.00%    100.00% # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.targetWrong_0::total     46190146                       # Number of branches where the target was incorrect or not available at prediction time. (Count)
system.cpu.branchPred.condPredicted         640507343                       # Number of conditional branches predicted (Count)
system.cpu.branchPred.condPredictedTaken    346401038                       # Number of conditional branches predicted as taken (Count)
system.cpu.branchPred.condIncorrect          46190146                       # Number of conditional branches incorrect (Count)
system.cpu.branchPred.predTakenBTBMiss            500                       # Number of branches predicted taken but missed in BTB (Count)
system.cpu.branchPred.NotTakenMispredicted     39175830                       # Number branches predicted 'not taken' but turned out to be taken (Count)
system.cpu.branchPred.TakenMispredicted       7014316                       # Number branches predicted taken but are actually not taken (Count)
system.cpu.branchPred.BTBLookups            725841503                       # Number of BTB lookups (Count)
system.cpu.branchPred.BTBUpdates             39175749                       # Number of BTB updates (Count)
system.cpu.branchPred.BTBHits               637069599                       # Number of BTB hits (Count)
system.cpu.branchPred.BTBHitRatio            0.877698                       # BTB Hit Ratio (Ratio)
system.cpu.branchPred.BTBMispredicted             764                       # Number BTB mispredictions. No target found or target wrong (Count)
system.cpu.branchPred.indirectLookups         1227992                       # Number of indirect predictor lookups. (Count)
system.cpu.branchPred.indirectHits            1227855                       # Number of indirect target hits. (Count)
system.cpu.branchPred.indirectMisses              137                       # Number of indirect misses. (Count)
system.cpu.branchPred.indirectMispredicted            0                       # Number of mispredicted indirect branches. (Count)
system.cpu.branchPred.btb.lookups::NoBranch            0      0.00%      0.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::Return      8298686      1.14%      1.14% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallDirect      7321685      1.01%      2.15% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::CallIndirect          864      0.00%      2.15% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectCond    640507343     88.24%     90.40% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::DirectUncond     68485797      9.44%     99.83% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectCond            0      0.00%     99.83% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::IndirectUncond      1227128      0.17%    100.00% # Number of BTB lookups (Count)
system.cpu.branchPred.btb.lookups::total    725841503                       # Number of BTB lookups (Count)
system.cpu.branchPred.btb.misses::NoBranch            0      0.00%      0.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::Return      8298679      9.35%      9.35% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallDirect          324      0.00%      9.35% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::CallIndirect          864      0.00%      9.35% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectCond     79244642     89.27%     98.62% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::DirectUncond          267      0.00%     98.62% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectCond            0      0.00%     98.62% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::IndirectUncond      1227128      1.38%    100.00% # Number of BTB misses (Count)
system.cpu.branchPred.btb.misses::total      88771904                       # Number of BTB misses (Count)
system.cpu.branchPred.btb.updates::NoBranch            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::Return            0      0.00%      0.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallDirect        14158      0.04%      0.04% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::CallIndirect            0      0.00%      0.04% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectCond     38904537     99.31%     99.34% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::DirectUncond       257054      0.66%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectCond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::IndirectUncond            0      0.00%    100.00% # Number of BTB updates (Count)
system.cpu.branchPred.btb.updates::total     39175749                       # Number of BTB updates (Count)
system.cpu.branchPred.btb.mispredict::NoBranch            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::Return            0      0.00%      0.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallDirect        14158      0.04%      0.04% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::CallIndirect            0      0.00%      0.04% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectCond     38904537     99.31%     99.34% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::DirectUncond       257054      0.66%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectCond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::IndirectUncond            0      0.00%    100.00% # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.mispredict::total     39175749                       # Number of BTB mispredictions. No target found or target wrong. (Count)
system.cpu.branchPred.btb.power_state.pwrStateResidencyTicks::UNDEFINED 1501247254500                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.branchPred.indirectBranchPred.lookups      1227992                       # Number of lookups (Count)
system.cpu.branchPred.indirectBranchPred.hits      1227855                       # Number of hits of a tag (Count)
system.cpu.branchPred.indirectBranchPred.misses          137                       # Number of misses (Count)
